"Sat,Jan 25",ORCA-Taguig 399.8kWp Solar (PPA),CMRP23030049,11,ENTORIA Energy Asia,Electrification,SOLAR,Power,COLD STORAGE,"Sat,Jan 25","Mon,Mar 31",GO,JMO,JMO,Partner,Submitted,"Mon,Mar 31",20%,"18,568,711.62",OP60,,,,"5-New Account, No Champion",8 -Need to Customize,8 -Strategic Business,5 -Budgetary,10 -Complete,06May: ORCA clarification on Project Timeline,
"Tue,Jan 28",MRT7 Station 8 ACS (devices only),CMRP25020036,2,NW Steel Technologies Inc,Electrification,ACS,Buildings,CONSTRUCTION,"Thu,Jan 30",,GO,CBD,MMR,MMR,Submitted,"Tue,Mar 11",27%,"4,537,572.82",OP100,5/1/25,,,,,,,,,
"Tue,Jan 28",MRT7 Station 8 ACS (labor),CMRP25020036,2,NW Steel Technologies Inc,Electrification,ACS,Buildings,CONSTRUCTION,"Thu,Jan 30",,GO,CBD,MMR,MMR,Submitted,"Tue,Mar 11",27%,"2,909,213.40",OP90,,,,,,,,,,
"Fri,Jan 31",MRT7 S7 LIGHTINGS VO,CMRP22030140VOLIGHTINGS,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,"Thu,Jan 30","Fri,Jan 31",GO,RTR,VIB,SE,Submitted,"Fri,Jan 31",39%,"5,750,924.77",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,
"Fri,Jan 31",MRT7 S7 SMALL POWER VO,CMRP22030140VOSMALLPOWER,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,"Thu,Jan 30","Fri,Jan 31",GO,RTR,VIB,SE,Submitted,"Fri,Jan 31",38%,"2,498,470.96",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,
"Fri,Jan 31",Holcim Supply of Siemens Contactor,CMRP24120538,0,"Holcim Philippines, Inc.",Electrification,ELECTRICAL,Manufacturing,CEMENT,"Tue,Jan 28","Tue,Jan 28",GO,NSG,NSG,NSG,Submitted,"Tue,Jan 28",15%,"93,066.60",OP100,1/1/25,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,,
"Fri,Jan 31",URC Sonedco Supply of Proximity Sensor,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,"Mon,Jan 27",,DECLINE,NSG,NSG,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,7 -Urgent,2 -No Data,,
"Fri,Jan 31",Maxeon Supply of Schneider Analog Input Kit,,,SunPower Philippines Mfg. Ltd.,Digitalization,PLC / SCADA,Manufacturing,MANUFACTURING,"Mon,Jan 27",,DECLINE,NSG,NSG,,,,,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,Pending Payment,
"Fri,Jan 31",URC Supply of Signal Splitter,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,"Thu,Jan 30",,DECLINE,NSG,NSG,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,7 -Urgent,2 -No Data,,
"Fri,Jan 31",NURC-Cav_Install 60A Ind'l Socket @ HY Sumitomo Hot Runner Controller PR1200015255,CMRP25020040,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Fri,Jan 31","Tue,Feb 11",GO,JMO,CBG,CBG,Submitted,"Fri,Feb 14",17%,"357,004.76",LOST,2/1/25,,,2-Existing account with No Orders,8 -Need to Customize,5 -Peripheral Scope,7 -Urgent,5 -Limited,Late Bid submission,
"Fri,Jan 31","Rockwell URC Ursumco New Control Installation of Old House Pans 10 & 11, New House Pans 1, 2, 3 & 4, and Bryant Pans 1, 2, 3 & 5",CMRP24120536,0,Rockwell,Automation,PLC / SCADA,Manufacturing,F&B,,,GO,RTR,RTR,,Submitted,"Fri,Jan 31",,"9,397,553.68",OP30,,,,,,,,,,
"Mon,Feb 03",URC Passi Supply of Sensors and Transmitters,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,"Fri,Jan 31",,DECLINE,NSG,NSG,,,,,,,,,,10-Existing,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,
"Mon,Feb 03",NCC Maintenance of Line A Fire Detection Alarm System,CMRP25010004,1,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,"Tue,Jan 28","Tue,Feb 04",GO,NSG,NSG,Partner,,"Wed,Feb 05",,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Mon,Feb 03","NCC Network Booster, Workstation and Additional Annunciator",CMRP25020035,0,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,"Tue,Jan 28","Tue,Feb 04",GO,NSG,NSG,Partner,Submitted,"Wed,Feb 05",30%,"2,317,469.96",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
- awarding on May",
"Wed,Feb 05",BWLLI PV Solar Rooftop System,CMRP22070350,4,Bloom with Looms Logistics,Electrification,SOLAR,Manufacturing,MANUFACTURING,"Wed,Feb 05",,GO,ISP,ISP,SE,Submitted,"Thu,Mar 06",18%,"5,211,494.93",OP60,,,,"5-New Account, No Champion",10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,5 -Limited,Re-open of New Opportunity from 2022-2023 of Shaye's Acct,
"Tue,Feb 04",NCC Supply and Delivery of Centralized Maintenance Building Electrical Panels,CMRP24120511,0,Northern Cement Corporation,Electrification,ELECTRICAL,Manufacturing,CEMENT,"Mon,Jan 20","Tue,Feb 04",GO,LOS,NSG,NSG,Submitted,"Tue,Feb 04",23%,"1,979,826.19",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
Q4 awarding",
"Tue,Feb 04","SONEDCO- replacement of SCADA, Orion Mx RTU (PR nO. 1200014938)",,,URC SURE,Automation,PLC / SCADA,Manufacturing,F&B,"Tue,Feb 04",,DECLINE,,,,,,,,,,,,10-Existing,5 -Need External Resource,5 -Peripheral Scope,10 -Reasonable Time,5 -Limited,,
"Tue,Feb 04",Supply & Installation of Jet fan,CMRP25020033,,Servequest,Electrification,MECHANICAL,Buildings,CONSTRUCTION,,,GO,LOS,MMR,MMR,Submitted,"Tue,Mar 04",23%,"3,827,970.98",OP60,,,,,,,,,,
"Wed,Feb 05",Netpac STT BMS Desigo V6 transfer,,,,Automation,BMS,,,,,,,,,,,,,,,,,,,,,,,
8-Nov-24,Jazeera Paints PCS7 Servers and Clients Upgrade,CMRP24110472,3,Jazeera Paints,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,"Mon,Nov 11",,GO,ISP,ISP,SubCon,Submitted,"Fri,Jan 24",55%,"3,796,118.61",OP60,,,,"5-New Account, No Champion",10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,
"Mon,Mar 24",Unilab Amherst Delta BMS Upgrade,CMRP25030093,0,Unilab,Automation,BMS,Manufacturing,PHARMA,"Fri,Mar 21",,GO,RTR,EIS,EIS,Submitted,"Fri,Mar 21",29%,"3,518,123.02",OP60,,,,,,,,,,
"Wed,Feb 05",Siemens WILMAR Gingoog PCS7 Services,CMRP25020084,1,Siemens,Automation,PLC / SCADA,Manufacturing,F&B,"Tue,Feb 04",,GO,RTR,AVR,SubCon,Submitted,"Thu,Mar 06",18%,"3,371,250.11",Inactive,,,,,,,,,send NDA,
"Thu,Feb 06",WPI Napsan Palawan Panel Board Supply,CMRP25020038,0,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Feb 06","Thu,Feb 06",GO,NSG,NSG,Partner,Submitted,"Thu,Feb 06",25%,"669,697.08",OP30,,,,8-With Account Champion,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Fri,Feb 07",Isuzu Inventory Management,,,Isuzu Philippines,Digitalization,IT,Manufacturing,MANUFACTURING,"Wed,Feb 05",,GO,ISP,ISP,ISP,Not Yet Started,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,8 -Strategic Business,5 -Budgetary,5 -Limited,,
"Wed,Feb 05",Siemens WILMAR Roxas PCS7 Services,CMRP25020083,0,Siemens,Automation,PLC / SCADA,Manufacturing,F&B,"Tue,Feb 04",,GO,RTR,AVR,SubCon,Submitted,"Thu,Mar 06",18%,"3,245,632.15",OP60,,,,,,,,,send NDA,
"Fri,Mar 14",Araja MRT7 Station 7 Minimum Requirement,CMRP25030118,1,ARAJA,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Tue,Mar 18","Tue,Mar 18",GO,NSG,NSG,SE,Submitted,"Tue,Mar 18",44%,"2,875,652.05",OP100,3/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Fri,Feb 07",URC Malvar NSL_Supply & Install Utility Flowmeters,CMRP25020048,2,URC BCFG,Automation,INSTRUMENTATION,Manufacturing,F&B,"Fri,Feb 07","Mon,Feb 24",GO,JMO,EIS,Partner,For Revision,"Mon,Feb 24",17%,"40,775,161.90",OP30,,,,10-Existing,5 -Need External Resource,7 -Core + Peripheral,5 -Budgetary,10 -Complete,Apr3: ffup Axis instru quotation RJR,
"Thu,Feb 27",URC Pam 1 Conversion & Upgrade of Silo PLC & Desktop PC,CMRP25030095,1,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Thu,Feb 27","Mon,Mar 31",GO,JMO,RJR,RJR,Submitted,"Mon,Mar 31",19%,"2,245,652.41",OP100,4/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,PO# 400159992 10-Apr-2025,
"Sat,Feb 08",NetPac Globe Davao BMS Programming&Integration Services,CMRP24100453,3,Net Pacific Inc.,Automation,BMS,Buildings,OTHERS,,,GO,RTR,RJR,RJR,Submitted,"Fri,Feb 07",48%,"699,800.00",OP100,2/1/25,,,,,,,,,
16-Sep-24,Kingsford Hotel Structured Cabling,CMRP24090412,8,Megaworld,Electrification,SCS,Buildings,CONSTRUCTION,"Tue, Sep 10 ","Wed, Sep 25 ",GO,CBD,MMR,MMR,Submitted,"Tue,Feb 04",17%,"22,321,428.57",OP100,2/1/25,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,"Jan13: 
- waiting for Megaworld feedback",
"Sat,Feb 08",AEGIS SMY CGP Project Labor Services,CMRP25020034,1,Avant Equinox Group Industry Solutions (Aegis) Inc,Automation,PLC / SCADA,Manufacturing,F&B,,,GO,RTR,AVR,MMR,Submitted,"Thu,Feb 06",18%,"9,912,670.46",OP30,,,,,,,,,,
"Mon,Feb 10",URC Canl Nips Sprayed Line - Panning Machine PLC System Upgrade (PR1200015565),CMRP25020046,0,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Mon,Feb 10","Fri,Feb 21",GO,JMO,AVR,AVR,Submitted,"Fri,Feb 21",20%,"1,363,953.45",LOST,4/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,5 -Budgetary,5 -Limited,Lost Bid,
"Mon,Feb 10",URC Canl Nips Peanuts Duonadin AHU Electrical Works ,CMRP25020053,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Mon,Feb 10","Fri,Feb 21",GO,JMO,MMR,MMR,Submitted,"Fri,Feb 21",15%,"1,309,436.64",LOST,4/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,5 -Budgetary,5 -Limited,Lost Bid,
"Wed,Jul 24",URC ESMO Piatto's Mixer PLC Controls (PR# 1200008744),CMRP24070287,2,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Tue,Mar 18","Fri,Mar 21",GO,JMO,RJR,RJR,Submitted,"Mon,Mar 24",17%,"1,963,392.85",OP100,4/1/25,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,PO# 400142053 10-Apr-2025,
"Wed,Feb 12",One World Square BMS,CMRP25020078,0,Asia Affinity Property Management,Automation,BMS,Buildings,CONSTRUCTION,"Wed,Feb 12","Thu,Feb 27",GO,CBD,RJR,EIS,Submitted,"Thu,Feb 27",23%,"5,178,571.20",OP30,,,,,,,,,Q4 or 2026,
"Wed,Feb 12",Paragua Sands Hotel,,,DMCI,Electrification,EE & AUX,Buildings,CONSTRUCTION,"Wed,Feb 12","Fri,Feb 21",DECLINE,CBD,,,,,,,,,,,,,,,,,
"Wed,Feb 12",PMS of Lightning Arrester,,,St. Luke's,Electrification,ELECTRICAL,Buildings,UTILITIES,"Wed,Feb 05","Wed,Feb 12",DECLINE,CBD,,,,,,,,,,,,,,,,,
"Mon,Jan 13",Intellismart Manila Water PLC and Instrumentation,CMRP25010007,1,Intellismart,Automation,PLC / SCADA,Buildings,CONSTRUCTION,"Fri,Jan 10",,GO,RTR,RJR,VIB,Submitted,"Thu,Mar 13",22%,"1,280,230.34",OP60,,,,2-Existing account with No Orders,10 -Existing Solution,7 -Core + Peripheral,5 -Budgetary,5 -Limited,,
"Wed,Mar 05",Supply & Install Walk Thru Detector & Baggage Scanner for Savoy Hotel,CMRP25030100,0,DDT Konstract,Electrification,EE & AUX,Buildings,CONSTRUCTION,"Wed,Mar 05","Mon,Feb 24",GO,JMO,JMO,Partner,Submitted,"Mon,Feb 24",21%,"1,364,152.50",OP60,,,,"5-New Account, No Champion",5 -Need External Resource,5 -Peripheral Scope,7 -Urgent,2 -No Data,VP Staff waiting for 3rd Bidder,
"Wed,Feb 12",The Bellagio Palawan - BMS and EV Charger Supply & Delivery ,CMRP25030116,0,DDT Konstract,Automation,BMS,Buildings,CONSTRUCTION,"Wed,Feb 12","Wed, Mar 19",DECLINE,NSG,NSG,Partner,,,20%,,,,,,"5-New Account, No Champion",5 -Need External Resource,7 -Core + Peripheral,5 -Budgetary,5 -Limited,Endorsed to Neil for Supply Only,
"Fri,Feb 14",URC Pam 2 Supply of Siemens Breaker,CMRP25020043,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Fri,Feb 14","Fri,Feb 14",GO,NSG,NSG,NSG,Submitted,"Fri,Feb 14",30%,"54,208.85",OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Fri,Feb 14",URC Binan Cabana Packaging Machine HMI Upgrade,CMRP,0,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Fri,Feb 14",,PENDING,JMO,RJR,Partner,Not Yet Started,,20%,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,2 -No Data,23April: CAPEX for approval per Sir Chris Manikat,
"Fri,Feb 14",URC Binan Assessment of Existing FDAS,CMRP,0,URC BCFG,Electrification,FDAS,Manufacturing,F&B,"Fri,Feb 14",,PENDING,JMO,ISP,Partner,Not Yet Started,,20%,,,,,,10-Existing,8 -Need to Customize,5 -Peripheral Scope,5 -Budgetary,2 -No Data,28Apr: Cris Manikat requested SoW mailed for PR,
"Mon,Feb 17", URSUMCO PR#1000115722 ;1000114198 ;1200012429 ; 1200002825,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,"Mon,Feb 10",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,
"Mon,Feb 17",BAIS DIS PR#1000115722 ;1000114198 ;1200012429 ; 1200002825,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,"Mon,Feb 10",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,
"Mon,Feb 17",PASSI PR#1000111983 - Transmitter,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Fri,Feb 14",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,
"Mon,Feb 17",URSUMCO PR#1200014292 ; 1200014426 ; 1200014512 ; 1200014513 - VFD and Transformers,CMRP25020044,1,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,"Wed,Feb 12","Thu,Feb 20",GO,NSG,NSG,NSG,Submitted,"Thu,Feb 20",15%,"9,845,567.29",OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,
"Mon,Feb 17",URC SONEDCO PR #1000104836 - Softstarter,CMRP25020045,0,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,"Wed,Feb 12","Thu,Feb 20",GO,NSG,NSG,NSG,Submitted,"Wed,Feb 19",25%,"109,333.13",OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,
"Fri,Jan 24",FBI Servequest Office Project FDAS,,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,"Fri,Jan 24",,GO,LOS,CBG,Partner,Submitted,"Thu,Feb 13",35%,"274,734.56",OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,,
"Fri,Jan 24",FBI Serveuest Office Project Boom Barrier,,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,"Fri,Jan 24",,GO,LOS,CBG,Partner,Submitted,"Thu,Feb 13",30%,"500,750.08",OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,,
"Mon,Feb 17",SCADA Preventive Maintenance,,,ACEN,Automation,PLC / SCADA,Power,POWER PLANT,"Mon,Feb 17",,DECLINE,CBD,RJR,DS,,,,,,,,,,,,,,Too long to quote ,
"Mon,Feb 17",FujiHaya SM Fairview Power Metering System -OptionA,CMRP25020065A,0,FujiHaya,Automation,INSTRUMENTATION,Buildings,CONSTRUCTION,"Thu,Feb 13",,GO,CBD,AVR,Partner,Submitted,"Thu,Mar 06",20%,"745,154.95",OP30,,,,,,,,,,
"Mon,Feb 17",FujiHaya SM Fairview Power Metering System -OptionB,CMRP25020065B,0,FujiHaya,Automation,INSTRUMENTATION,Buildings,CONSTRUCTION,"Thu,Feb 13",,GO,CBD,AVR,Partner,Submitted,"Thu,Mar 06",,,OP30,,,,,,,,,,
"Mon,Feb 17",PrimeHouse MEPFS,,,Archipelago Builders Corporation,Electrification,EE & AUX,Buildings,CONSTRUCTION,"Fri,Feb 14","Wed,Feb 19",DECLINE,CBD,,,,,,,,,,,,,,,,,
"Mon,Feb 17",Kingsford Power & Lightning,,,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Wed,Feb 12","Mon,Feb 17",DECLINE,CBD,,,,,,,,,,,,,,,,,
"Mon,Feb 17",World Finance Plaza FDAS,CMRP24010018,1,Asia Infinity Property Management,Electrification,FDAS,Buildings,CONSTRUCTION,"Mon,Feb 17","Tue,Feb 18",GO,CBD,RJR,,Submitted,"Wed,Feb 19",20%%,"420,736.32",OP30,,,,,,,,,,
"Mon,Feb 17",URC San Pedro-1 Rehab of Waste Water Control Panel 1,CMRP25020054,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Mon,Feb 17","Wed,Feb 26",GO,JMO,CBG,CBG,Submitted,"Wed,Feb 26",20%,"576,972.09",LOST,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,Lost to Rivera (300K only),
"Mon,Feb 17",NCC Maintenance of Line A Fire Detection Alarm System,CMRP25010004,2,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,"Mon,Feb 17","Mon,Feb 17",GO,NSG,NSG,NSG,Submitted,"Mon,Feb 17",21%,"2,144,924.02",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
- April awarding",
"Wed,Jul 24",URC ESMO Marlen Extruder PLC Upgrade (PR#1200009601),CMRP24070290,2,URC BCFG ,Automation,PLC / SCADA,Manufacturing,F&B,"Thu, Jun 06 ","Tue,Feb 18",GO,JMO,RJR,Partner,Submitted,"Fri,Mar 21",15%,"842,273.16",LOST,3/1/25,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,"SSW18Feb2025, HOLD BY END_USER",
"Tue,Feb 18",Two Techno Place Additional CCTV Cameras,CMRP25030122,3,Asia Affinity Property Management,Automation,CCTV,Buildings,CONSTRUCTION,"Tue,Feb 18","Mon,Apr 07",GO,CBD,AVR,Partner,Submitted,"Mon,Apr 21",20%,"1,133,928.57",OP30,,,,,,,,,"Apr10:
- Submitted for update",
"Wed,Feb 19",Manila Water Supply of Fluke 1630,CMRP25020050,0,Manila Water Philippines Venture,Digitalization,INSTRUMENTATION,Buildings,UTILITIES,"Tue,Feb 18","Thu,Feb 20",GO,NSG,NSG,Partner,Submitted,"Wed,Feb 19",25%,"566,065.58",OP30,,,,8-With Account Champion,8 -Need to Customize,10 -Focus Business,7 -Urgent,10 -Complete,,
"Wed,Feb 19",Manila Water Supply of VFD,CMRP25020051,0,Manila Water Philippines Venture,Electrification,ELECTRICAL,Buildings,UTILITIES,"Tue,Feb 18",,GO,NSG,NSG,Partner,Submitted,"Tue,Feb 25",20%,"990,632.39",OP30,,,,8-With Account Champion,8 -Need to Customize,10 -Focus Business,7 -Urgent,10 -Complete,,
"Wed,Feb 19",BBP Supply and Installation of CB and Lugs,CMRP25020052,0,BBP,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Wed,Feb 19","Wed,Feb 19",GO,NSG,NSG,SE,Submitted,"Wed,Feb 19",41%,"20,594.08",OP100,3/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,
"Wed,Feb 19",Westgate Bosch FDAS,CMRP25040158,0,Reytech Construction and Development Corporation,Electrification,FDAS,Manufacturing,CONSTRUCTION,"Wed,Feb 19",,GO,CBD,CBG,SE,Submitted,"Mon,Apr 07",20%,"3,415,079.11",LOST,,,,,,,,,"Apr3:
- to submit within day
- NSG provided products costing, CBG for labor",
"Wed,Feb 19",PASSI Assess & Repair ASSENWARE FDAS (PR 1000128249),CMRP,0,URC SURE,Electrification,FDAS,Manufacturing,F&B,"Wed,Feb 19","Wed,Feb 26",DECLINE,JMO,,Partner,,,20%,,,,,,10-Existing,5 -Need External Resource,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,
"Mon,Mar 03", NCC Hamme Mill 1 To LST Pulverizer Automation,CMRP25030096,0,NCC,Automation,PLC / SCADA,Manufacturing,CEMENT,"Tue,Feb 18","Wed,Mar 05",GO,LOS,RJR,SubCon,Submitted,"Wed,Apr 02",15%,"876,613.20",OP90,,,,,,,,,"Apr14:
- discount 1% to be able to attain Client budget, for PO Prep",
"Thu,Feb 20",Pam 1 Bakery Line PMS of Cummins GenSet #5 (PR1000130020),CMRP25020066,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20","Thu,Feb 27",GO,JMO,CBG,Partner,Submitted,,15%,"269,690.07",LOST,4/1/25,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,Lost to MADOCS (CCL equipment Supplier,
"Thu,Feb 20",Pam 1 Bakery Line PMS of Detroit GenSet #4 (PR 1000130014 ),,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20","Thu,Feb 27",DECLINE,JMO,CBG,Partner,,,15%,Declined,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Site assessed by RUA: Detroit Genset not working,
"Thu,Feb 20",Pam 1 Confec Radiator OH & PMS of Caterpillar GenSet #3 (PR1000130004),CMRP25020067,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20","Thu,Feb 27",GO,JMO,CBG,Partner,Submitted,,15%,"477,819.71",LOST,4/1/25,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,
"Thu,Feb 20",Pam 1 Confec PMS of Caterpillar GenSet # 2 (PR 1000130003),CMRP25020068,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20","Thu,Feb 27",GO,JMO,CBG,Partner,Submitted,,15%,"269,690.07",LOST,4/1/25,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,
"Thu,Feb 20",Pam 1 Confec Radiator OH & PMS of Caterpillar GenSet # 1 (PR1000129998),CMRP25020069,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20","Thu,Feb 27",GO,JMO,CBG,Partner,Submitted,,15%,"342,554.13",LOST,4/1/25,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,
"Thu,Feb 20",Pam 1 Bakery Plant A PM of Transformer & MVSG (PR 1000127525),CMRP25020070,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20",,DECLINE,JMO,CBG,Partner,,,15%,,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Site assessed but declined by RUA,
"Thu,Feb 20",Pam 1 Bakery Plant B PM of Transformer & MVSG (PR 1000127786 ),CMRP25020071,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Thu,Feb 20",,DECLINE,JMO,CBG,Partner,Submitted,,15%,,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Site assessed but declined by RUA,
"Fri,Feb 07",Amherst CMMS,,0,Amherst Laboratories Inc.,Digitalization,IT,Manufacturing,MANUFACTURING,"Fri,Jan 31",,GO,ISP,ISP,ISP,Submitted,"Fri,Feb 21",53%,"1,221,240.00",OP60,,,,2-Existing account with No Orders,3 -No Previous Experience,8 -Strategic Business,5 -Budgetary,5 -Limited,,
"Fri,Feb 21",Northwin Cable wires,,0,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Feb 20",,,NSG,NSG,Partner,Submitted,"Mon,Feb 24",,"31,663.44",OP30,,,,,,,,,,
"Fri,Feb 21",NURC Tarlac_Steam Monitoring,CMRP25040187,1,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Fri,Feb 21","Wed,Apr 30",GO,JMO,RJR,EIS,Submitted,"Wed,Apr 30",20%,"7,459,643.71",OP60,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,5 -Limited,"30Apr, Rev01 submitted per End-user request ",
"Fri,Feb 21",NURC Tarlac _Automated Oil Refill for Cooker,CMRP25040188,1,URC BCFG,Automation,INSTRUMENTATION,Manufacturing,F&B,"Fri,Feb 21","Wed,Apr 30",GO,JMO,RJR,EIS,Submitted,"Wed,Apr 30",25%,"3,257,096.97",OP60,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,5 -Limited,"30Apr, Rev01 submitted per End-user request ",
"Fri,Feb 21",NUR Cavite_S&I Door Interlock of 5-Hoists,CMRPP25020073,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Fri,Feb 21","Wed,Mar 05",GO,JMO,CBG,CBG,Submitted,"Thu,Mar 06",17%,"524,980.85",LOST,4/1/25,,,10-Existing,8 -Need to Customize,5 -Peripheral Scope,5 -Budgetary,5 -Limited,Lost Bid; Offered same failing technology,
