2025-01-24,ACS Variation Order - MRT 7 Station 4,CMRP24100443,1,"Rhodium 688 Builders, Inc",Electrification,ACS,Buildings,CONSTRUCTION,2025-01-24,2025-01-24,GO,NSG,NSG,SubCon,Submitted,2025-01-24,19,486913.69,OP30,,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Updated VO - ACS Devices Only,1583a5a5-a2c1-4dd4-b1d3-dda98204fd45,
2025-01-24,ACS Variation Order - MRT 7 Station 5,CMRP24100444,1,"Rhodium 688 Builders, Inc",Electrification,ACS,Buildings,CONSTRUCTION,2025-01-24,2025-01-24,GO,NSG,NSG,SubCon,Submitted,2025-01-24,19,401045.46,OP30,,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Updated VO - ACS Devices Only,6e7d5f39-0b2e-43d3-9eb6-702f45596791,
2025-01-24,Velaris Tower 2 FDAS,,,RLB,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-24,2025-01-29,DECLINE,CBD,,,,,,,,,,,,,,,,,a95bebde-d776-4804-b737-6b91e129daf0,
2025-01-24,Zimmon Industries NCCC Mall Davao BMS,CMRP24020041,2,Zimmon Industries,Automation,BMS,Buildings,CONSTRUCTION,,,GO,LOS,RJR,RJR,Submitted,2025-01-30,17,26442832.07,OP30,,,,8-With Account Champion,3 -No Previous Experience,10 -Core Business,5 -Budgetary,5 -Limited,,2582496c-dc7e-4d8f-bd90-bf69623c70a0,
2025-01-25,ENTORIA-ORCA 399.8kWp Solar (PPA),CMRP23030049,11,ENTORIA Energy Asia,Electrification,SOLAR,Power,COLD STORAGE,2025-01-25,2025-03-31,GO,JMO,JMO,Partner,Submitted,2025-03-31,20,18568711.62,OP90,,,,5-New Account No Champion,8 -Need to Customize,8 -Strategic Business,5 -Budgetary,10 -Complete,ENTORIA's send PPA rate to ORCA 15Apr,ced475e2-f9c5-4b6a-8181-1e652ad91053,
2025-01-28,MRT7 Station 8 ACS,CMRP25020036,2,NW Steel Technologies Inc,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-30,,GO,CBD,MMR,MMR,Submitted,2025-03-11,27,7446787.38,OP60,,,,,,,,,,060b8f82-0343-4a23-ae34-3787504c2231,
2025-01-31,MRT7 S7 LIGHTINGS VO,CMRP22030140VOLIGHTINGS,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-30,2025-01-31,GO,RTR,VIB,SE,Submitted,2025-01-31,39,5750924.77,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,c24e1e2d-4c0b-4622-9e69-1001a42a14fb,
2025-01-31,MRT7 S7 SMALL POWER VO,CMRP22030140VOSMALLPOWER,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-30,2025-01-31,GO,RTR,VIB,SE,Submitted,2025-01-31,38,2498470.96,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,2b15144c-ea59-42ea-930b-7013836a8400,
2025-01-31,Holcim Supply of Siemens Contactor,CMRP24120538,0,"Holcim Philippines, Inc.",Electrification,ELECTRICAL,Manufacturing,CEMENT,2025-01-28,2025-01-28,GO,NSG,NSG,NSG,Submitted,2025-01-28,15,93066.60,OP100,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,,8d88c6ce-6f0b-4e99-b57d-19ca5ff6e2ca,
2025-01-31,URC Sonedco Supply of Proximity Sensor,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,2025-01-27,,DECLINE,NSG,NSG,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,7 -Urgent,2 -No Data,,d5330aae-7540-4b84-ad81-98c4d57a7961,
2025-01-31,Maxeon Supply of Schneider Analog Input Kit,,,SunPower Philippines Mfg. Ltd.,Digitalization,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-27,,DECLINE,NSG,NSG,,,,,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,Pending Payment,2e7e4ec3-0c6a-4041-9907-1f0e834abb8b,
2025-01-31,URC Supply of Signal Splitter,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,2025-01-30,,DECLINE,NSG,NSG,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,7 -Urgent,2 -No Data,,b796c4da-e420-40c5-8875-1ecfdf97aad9,
2025-01-31,NURC-Cav_Install 60A Ind'l Socket @ HY Sumitomo Hot Runner Controller PR1200015255,CMRP25020040,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-31,2025-02-11,GO,JMO,CBG,CBG,Submitted,2025-02-14,17,357004.76,LOST,2025-02-01,,,2-Existing account with No Orders,8 -Need to Customize,5 -Peripheral Scope,7 -Urgent,5 -Limited,Late Bid submission,24ee6101-5aae-4fa2-add1-4d4594f15b77,
2025-01-31,Rockwell URC Ursumco New Control Installation of Old House Pans 10 & 11 New House Pans 1 2 3 & 4 and Bryant Pans 1 2 3 & 5,CMRP24120536,0,Rockwell,Automation,PLC / SCADA,Manufacturing,F&B,,,GO,RTR,RTR,,Submitted,2025-01-31,,9397553.68,OP30,,,,,,,,,,2f3b828f-03d6-4496-88de-3d0a0cd8a4bc,
2025-02-03,URC Passi Supply of Sensors and Transmitters,,,URC SURE,Digitalization,INSTRUMENTATION,Manufacturing,MANUFACTURING,2025-01-31,,DECLINE,NSG,NSG,,,,,,,,,,10-Existing,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,fe4dac6b-4fbc-49c8-a7c8-894c020abf79,
2025-02-03,NCC Maintenance of Line A Fire Detection Alarm System,CMRP25010004,1,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,2025-01-28,2025-02-04,GO,NSG,NSG,Partner,,2025-02-05,,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,400ca699-cde8-43e9-bd17-ad2da01b1e57,
2025-02-03,NCC Network Booster Workstation and Additional Annunciator,CMRP25020035,0,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,2025-01-28,2025-02-04,GO,NSG,NSG,Partner,Submitted,2025-02-05,30,2317469.96,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
- awarding on May",33f03ada-1ae8-4809-867b-7ae04a85f26a,
2025-02-05,BWLLI PV Solar Rooftop System,CMRP22070350,4,Bloom with Looms Logistics,Electrification,SOLAR,Manufacturing,MANUFACTURING,2025-02-05,,GO,ISP,ISP,SE,Submitted,2025-03-06,18,5211494.93,OP60,,,,5-New Account No Champion,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,5 -Limited,Re-open of New Opportunity from 2022-2023 of Shaye's Acct,97127391-b547-4284-aa4d-2f8814181d1b,
2025-02-04,NCC Supply and Delivery of Centralized Maintenance Building Electrical Panels,CMRP24120511,0,Northern Cement Corporation,Electrification,ELECTRICAL,Manufacturing,CEMENT,2025-01-20,2025-02-04,GO,LOS,NSG,NSG,Submitted,2025-02-04,23,1979826.19,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
Q4 awarding",32e740b2-f523-4816-9b8f-2c875a48c2b8,
2025-02-04,SONEDCO- replacement of SCADA Orion Mx RTU (PR nO. 1200014938),,,URC SURE,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-04,,DECLINE,,,,,,,,,,,,10-Existing,5 -Need External Resource,5 -Peripheral Scope,10 -Reasonable Time,5 -Limited,,6a5564ea-35c9-451a-b59b-7057462ae9a5,
2025-02-04,Supply & Installation of Jet fan,CMRP25020033,,Servequest,Electrification,MECHANICAL,Buildings,CONSTRUCTION,,,GO,LOS,MMR,MMR,Submitted,2025-03-04,23,3827970.98,OP60,,,,,,,,,,8d665208-a7ad-4fcc-b9b0-e26f6090a044,
2025-02-05,Netpac STT BMS Desigo V6 transfer,,,,Automation,BMS,,,,,,,,,,,,,,,,,,,,,,,9de7f5ce-a63c-43aa-874a-dedc60a59a2f,
2024-11-08,Jazeera Paints PCS7 Servers and Clients Upgrade,CMRP24110472,3,Jazeera Paints,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2024-11-11,,GO,ISP,ISP,SubCon,Submitted,2025-01-24,55,3796118.61,OP60,,,,5-New Account No Champion,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,658f8ca2-a59a-4144-a9d6-e2f06d85507f,
2025-03-24,Unilab Amherst Delta BMS Upgrade,CMRP25030093,0,Unilab,Automation,BMS,Manufacturing,PHARMA,2025-03-21,,GO,RTR,EIS,EIS,Submitted,2025-03-21,29,3518123.02,OP60,,,,,,,,,,b247541a-63fe-4c2d-b3e4-6eb654f83d81,
2025-02-05,Siemens WILMAR Gingoog PCS7 Services,CMRP25020084,1,Siemens,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-04,,GO,RTR,AVR,SubCon,Submitted,2025-03-06,18,3371250.11,Inactive,,,,,,,,,send NDA,10d97e70-f610-40a6-9763-bf1695940d3b,
2025-02-06,WPI Napsan Palawan Panel Board Supply,CMRP25020038,0,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-02-06,2025-02-06,GO,NSG,NSG,Partner,Submitted,2025-02-06,25,669697.08,OP30,,,,8-With Account Champion,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,c5976c95-4787-45e0-ba54-203e53b6fcca,
2025-02-07,Isuzu Inventory Management,,,Isuzu Philippines,Digitalization,IT,Manufacturing,MANUFACTURING,2025-02-05,,GO,ISP,ISP,ISP,Not Yet Started,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,8 -Strategic Business,5 -Budgetary,5 -Limited,,e3363482-61ad-4a61-b950-8c8cd914cfad,
2025-02-05,Siemens WILMAR Roxas PCS7 Services,CMRP25020083,0,Siemens,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-04,,GO,RTR,AVR,SubCon,Submitted,2025-03-06,18,3245632.15,OP60,,,,,,,,,send NDA,676b80c0-98f8-4df5-b4fe-6e2e51f19e54,
2025-03-14,Araja MRT7 Station 7 Minimum Requirement,CMRP25030118,1,ARAJA,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-03-18,2025-03-18,GO,NSG,NSG,SE,Submitted,2025-03-18,44,2875652.05,OP100,2025-03-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,9c244fe8-b50b-4d88-864e-de7c54b6d540,
2025-02-07,URC Malvar NSL_Supply & Install Utility Flowmeters,CMRP25020048,2,URC BCFG,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-02-07,2025-02-24,GO,JMO,EIS,Partner,For Revision,2025-02-24,17,40775161.90,OP30,,,,10-Existing,5 -Need External Resource,7 -Core + Peripheral,5 -Budgetary,10 -Complete,"Apr3:
ffup Axis instru quotation RJR",3ea2fbe0-f7b1-47f9-8c3c-a468db896afa,
2025-02-27,URC Pam 1 Conversion & Upgrade of Silo PLC & Desktop PC,CMRP25030095,1,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-27,2025-03-31,GO,JMO,RJR,RJR,Submitted,2025-03-31,19,2245652.41,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,PO# 400159992 10-Apr-2025,f6fe104b-09bf-4800-8a01-885df0e70722,
2025-02-08,NetPac Globe Davao BMS Programming&Integration Services,CMRP24100453,3,Net Pacific Inc.,Automation,BMS,Buildings,OTHERS,,,GO,RTR,RJR,RJR,Submitted,2025-02-07,48,699800.00,OP100,2025-02-01,,,,,,,,,7e085c30-88be-4612-b8ad-467e01fee92e,
2024-09-16,Kingsford Hotel Structured Cabling,CMRP24090412,8,Megaworld,Electrification,SCS,Buildings,CONSTRUCTION,2024-09-10,2024-09-25,GO,CBD,MMR,MMR,Submitted,2025-02-04,17,22321428.57,OP100,2025-02-01,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,"Jan13: 
- waiting for Megaworld feedback",173d291d-f1eb-44c4-92ed-1226ddbf9475,
2025-02-08,AEGIS SMY CGP Project Labor Services,CMRP25020034,1,Avant Equinox Group Industry Solutions (Aegis) Inc,Automation,PLC / SCADA,Manufacturing,F&B,,,GO,RTR,AVR,MMR,Submitted,2025-02-06,18,9912670.46,OP30,,,,,,,,,,e1ae6d56-7b23-46f8-bea4-625ca2581bbe,
2025-02-10,URC Canl Nips Sprayed Line - Panning Machine PLC System Upgrade (PR1200015565),CMRP25020046,0,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-10,2025-02-21,GO,JMO,AVR,AVR,Submitted,2025-02-21,20,1363953.45,LOST,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,5 -Budgetary,5 -Limited,Lost Bid,ff512d8d-0fec-4951-b8e9-3f31c7109885,
2025-02-10,URC Canl Nips Peanuts Duonadin AHU Electrical Works ,CMRP25020053,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-10,2025-02-21,GO,JMO,MMR,MMR,Submitted,2025-02-21,15,1309436.64,LOST,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,5 -Budgetary,5 -Limited,Lost Bid,f95b0632-daf3-498f-82b3-18b0d1133d32,
2024-07-24,URC ESMO Piatto's Mixer PLC Controls (PR# 1200008744),CMRP24070287,2,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,2025-03-18,2025-03-21,GO,JMO,RJR,RJR,Submitted,2025-03-24,17,1963392.85,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,PO# 400142053 10-Apr-2025,07025ddb-6819-4071-9ec2-d51f7caa1e99,
2025-02-12,One World Square BMS,CMRP25020078,0,Asia Infinity Property Management,Automation,BMS,Buildings,CONSTRUCTION,2025-02-12,2025-02-27,GO,CBD,RJR,EIS,Submitted,2025-02-27,23,5178571.20,OP30,,,,,,,,,Q4 or 2026,b9316691-7f65-4d9c-a36e-7dfdcdb57b10,
2025-02-12,Paragua Sands Hotel,,,DMCI,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-02-12,2025-02-21,DECLINE,CBD,,,,,,,,,,,,,,,,,6da519d4-5757-42c5-9267-59b02565dfb3,
2025-02-12,PMS of Lightning Arrester,,,St. Luke's,Electrification,ELECTRICAL,Buildings,UTILITIES,2025-02-05,2025-02-12,DECLINE,CBD,,,,,,,,,,,,,,,,,21fabf9b-1d7d-4e96-98dc-c04390f68ff7,
2025-01-13,Intellismart Manila Water PLC and Instrumentation,CMRP25010007,1,Intellismart,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-10,,GO,RTR,RJR,VIB,Submitted,2025-03-13,22,1280230.34,OP60,,,,2-Existing account with No Orders,10 -Existing Solution,7 -Core + Peripheral,5 -Budgetary,5 -Limited,,0d70194b-33b1-40ca-86ba-3099ebfed302,
2025-03-05,Supply & Install Walk Thru Detector & Baggage Scanner for Savoy Hotel,CMRP25030100,0,DDT Konstract,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-03-05,2025-02-24,GO,JMO,JMO,Partner,Submitted,2025-02-24,21,1364152.50,OP60,,,,5-New Account No Champion,5 -Need External Resource,5 -Peripheral Scope,7 -Urgent,2 -No Data,VP Staff waiting for 3rd Bidder,f3b0cb93-70b4-4bc2-904c-c486349f5c79,
2025-02-12,The Bellagio Palawan - BMS and EV Charger Supply & Delivery ,CMRP25030116,0,DDT Konstract,Automation,BMS,Buildings,CONSTRUCTION,2025-02-12,2025-03-19,DECLINE,NSG,NSG,Partner,,,20,,,,,,5-New Account No Champion,5 -Need External Resource,7 -Core + Peripheral,5 -Budgetary,5 -Limited,Endorsed to Neil for Supply Only,9ba4862c-c10e-409b-b1dc-7a47a1b37ad7,
2025-02-14,URC Pam 2 Supply of Siemens Breaker,CMRP25020043,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-14,2025-02-14,GO,NSG,NSG,NSG,Submitted,2025-02-14,30,54208.85,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,dea6d594-e058-48a1-a2cf-e0630bff6119,
2025-02-14,URC Binan Cabana Packaging Machine HMI Upgrade,CMRP,0,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,2025-02-14,,PENDING,JMO,RJR,Partner,Not Yet Started,,20,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,2 -No Data,23April: CAPEX for approval per Sir Chris Manikat,866d619b-ede1-44a1-a8d9-6005fc5a1113,
2025-02-14,URC Binan Assessment of Existing FDAS,CMRP,0,URC BCFG,Electrification,FDAS,Manufacturing,F&B,2025-02-14,,PENDING,JMO,ISP,Partner,Not Yet Started,,20,,,,,,10-Existing,8 -Need to Customize,5 -Peripheral Scope,5 -Budgetary,2 -No Data,23Apr: Cris Manikat requests for Sample SoW/BoM for PR,e94caf12-d47c-480f-a4db-ffc25cdb3974,
2025-02-17,URSUMCO PR#1000115722 ;1000114198 ;1200012429 ; 1200002825,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-10,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,616242bd-dda0-4a5d-a441-57611682c963,
2025-02-17,BAIS DIS PR#1000115722 ;1000114198 ;1200012429 ; 1200002825,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-10,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,1e052dc8-348d-48a4-a823-1f105ee9de20,
2025-02-17,PASSI PR#1000111983 - Transmitter,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-02-14,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,,28081479-bcf5-4bd0-ba14-dcd965e452ce,
2025-02-17,URSUMCO PR#1200014292 ; 1200014426 ; 1200014512 ; 1200014513 - VFD and Transformers,CMRP25020044,1,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-12,2025-02-20,GO,NSG,NSG,NSG,Submitted,2025-02-20,15,9845567.29,OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,785f5caa-6cd3-4d97-ac8d-71baf746e10b,
2025-02-17,URC SONEDCO PR #1000104836 - Softstarter,CMRP25020045,0,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-12,2025-02-20,GO,NSG,NSG,NSG,Submitted,2025-02-19,25,109333.13,OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,539404ba-b2d2-4d81-b3af-31913b227283,
2025-01-24,FBI Servequest Office Project FDAS,,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,2025-01-24,,GO,LOS,CBG,Partner,Submitted,2025-02-13,35,274734.56,OP30,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,,b9571227-fa74-4bfc-b622-32591534974d,
2025-01-24,FBI Serveuest Office Project Boom Barrier,,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,2025-01-24,,GO,LOS,CBG,Partner,Submitted,2025-02-13,30,500750.08,OP30,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,,eba89455-3175-4d2d-b133-15b343d4430b,
2025-02-17,SCADA Preventive Maintenance,,,ACEN,Automation,PLC / SCADA,Power,POWER PLANT,2025-02-17,,DECLINE,CBD,RJR,DS,,,,,,,,,,,,,,Too long to quote ,c6c886a0-b083-4172-b09e-20a41614071a,
2025-02-17,FujiHaya SM Fairview Power Metering System -OptionA,CMRP25020065A,0,FujiHaya,Automation,INSTRUMENTATION,Buildings,CONSTRUCTION,2025-02-13,,GO,CBD,AVR,Partner,Submitted,2025-03-06,20,745154.95,OP30,,,,,,,,,,19bfad21-09f3-41c3-b77e-f7c10daefc53,
2025-02-17,FujiHaya SM Fairview Power Metering System -OptionB,CMRP25020065B,0,FujiHaya,Automation,INSTRUMENTATION,Buildings,CONSTRUCTION,2025-02-13,,GO,CBD,AVR,Partner,Submitted,2025-03-06,,,OP30,,,,,,,,,,619bacbe-2cf5-4de1-ae72-c077c14024bf,
2025-02-17,PrimeHouse MEPFS,,,Archipelago Builders Corporation,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-02-14,2025-02-19,DECLINE,CBD,,,,,,,,,,,,,,,,,208c7639-2dc4-461a-a569-037c54c09d55,
2025-02-17,Kingsford Power & Lightning,,,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-02-12,2025-02-17,DECLINE,CBD,,,,,,,,,,,,,,,,,2911f170-12ba-48a0-af0d-39ad23bd5551,
2025-02-17,World Finance Plaza FDAS,CMRP24010018,1,Asia Infinity Property Management,Electrification,FDAS,Buildings,CONSTRUCTION,2025-02-17,2025-02-18,GO,CBD,RJR,,Submitted,2025-02-19,20,420736.32,OP30,,,,,,,,,,78a00472-66af-4173-802e-c4cbb7392251,
2025-02-17,URC San Pedro-1 Rehab of Waste Water Control Panel 1,CMRP25020054,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-17,2025-02-26,GO,JMO,CBG,CBG,Submitted,2025-02-26,20,576972.09,OP30,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,20-Feb F2F Pre-Bid attended by RJ,f3b642d2-b029-4b88-8003-0b4574177869,
2025-02-17,NCC Maintenance of Line A Fire Detection Alarm System,CMRP25010004,2,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,2025-02-17,2025-02-17,GO,NSG,NSG,NSG,Submitted,2025-02-17,21,2144924.02,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"mar31
- April awarding",be6a4dbc-c95c-48ba-985e-e4f312df2da9,
2024-07-24,URC ESMO Marlen Extruder PLC Upgrade (PR#1200009601),CMRP24070290,2,URC BCFG ,Automation,PLC / SCADA,Manufacturing,F&B,2024-06-06,2025-02-18,GO,JMO,RJR,Partner,Submitted,2025-03-21,15,842273.16,LOST,2025-03-01,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,SSW18Feb2025 HOLD BY END_USER,788f9e44-fd7b-4c9c-9886-b90a129d4ae5,
2025-02-18,Two Techno Place Additional CCTV Cameras,CMRP25030122,3,Asia Infinity Property Management,Automation,CCTV,Buildings,CONSTRUCTION,2025-02-18,2025-04-07,GO,CBD,AVR,Partner,Submitted,2025-04-21,20,1133928.57,OP60,,,,,,,,,"Apr10:
- Submitted for update",f0a4c29a-57d8-4aaa-a832-0c8b89cdefce,
2025-02-19,Manila Water Supply of Fluke 1630,CMRP25020050,0,Manila Water Philippines Venture,Digitalization,INSTRUMENTATION,Buildings,UTILITIES,2025-02-18,2025-02-20,GO,NSG,NSG,Partner,Submitted,2025-02-19,25,566065.58,OP30,,,,8-With Account Champion,8 -Need to Customize,10 -Focus Business,7 -Urgent,10 -Complete,,ce94661a-f723-4f31-9331-a3f7e307e1d0,
2025-02-19,Manila Water Supply of VFD,CMRP25020051,0,Manila Water Philippines Venture,Electrification,ELECTRICAL,Buildings,UTILITIES,2025-02-18,,GO,NSG,NSG,Partner,Submitted,2025-02-25,20,990632.39,OP30,,,,8-With Account Champion,8 -Need to Customize,10 -Focus Business,7 -Urgent,10 -Complete,,9412604e-2684-4835-bee9-ca271d7f2a11,
2025-02-19,BBP Supply and Installation of CB and Lugs,CMRP25020052,0,BBP,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-02-19,2025-02-19,GO,NSG,NSG,SE,Submitted,2025-02-19,41,20594.08,OP100,2025-03-01,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,917654da-ffae-4dce-bd69-a7c2d1a2d2d1,
2025-02-19,Westgate Bosch FDAS,CMRP25040158,0,Reytech Construction and Development Corporation,Electrification,FDAS,Manufacturing,CONSTRUCTION,2025-02-19,,GO,CBD,CBG,SE,Submitted,2025-04-07,20,3415079.11,LOST,,,,,,,,,"Apr3:
- to submit within day
- NSG provided products costing CBG for labor",930708ec-47fb-4536-89bb-cc168788131b,
2025-02-19,PASSI Assess & Repair ASSENWARE FDAS (PR 1000128249),CMRP,0,URC SURE,Electrification,FDAS,Manufacturing,F&B,2025-02-19,2025-02-26,DECLINE,JMO,,Partner,,,20,,,,,,10-Existing,5 -Need External Resource,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,e0aa82ba-f0a4-41a1-9164-a49f0c6c53ef,
2025-02-20,Pam 1 Bakery Line PMS of Cummins GenSet #5 (PR1000130020),CMRP25020066,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-20,2025-02-27,GO,JMO,CBG,Partner,Submitted,,15,269690.07,LOST,2025-04-01,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,5 -Limited,Lost to MADOCS (CCL equipment Supplier,d4e42300-ca14-42b8-8589-67c3b94912ad,
2025-02-20,Pam 1 Bakery Line PMS of Detroit GenSet #4 (PR 1000130014 ),,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-20,2025-02-27,DECLINE,JMO,CBG,Partner,,,15,,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Site assessed by RUA: Detroit Genset not working,7faed358-edd1-4168-b04f-eb17483b3309,
2025-02-20,Pam 1 Confec Radiator OH & PMS of Caterpillar GenSet #3 (PR1000130004),CMRP25020067,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-20,2025-02-27,GO,JMO,CBG,Partner,Submitted,,15,477819.71,LOST,2025-04-01,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,12e24a17-1906-4d75-be84-c28e633767c5,
2025-02-20,Pam 1 Confec PMS of Caterpillar GenSet # 2 (PR 1000130003),CMRP25020068,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-20,2025-02-27,GO,JMO,CBG,Partner,Submitted,,15,269690.07,LOST,2025-04-01,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,92df11ef-75f0-4ca5-8312-5ab16cd956eb,
2025-02-20,Pam 1 Confec Radiator OH & PMS of Caterpillar GenSet # 1 (PR1000129998),CMRP25020069,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-02-20,2025-02-27,GO,JMO,CBG,Partner,Submitted,,15,342554.13,LOST,2025-04-01,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,10 -Reasonable Time,5 -Limited,Lost to MADOCS (CCL equipment Supplier,781a0b5b-db29-4502-8c17-75d5f7b06b5a,
